,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
420,16447567,#104 Boston 独立房 全楼禁烟AC room,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/16447567,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"In front of our building is a beautiful park and a church. <br />Building left is city of Boston owned property , and our right is a home owner occupied red building good neighborhood .<br /><br />Very convenient location easy to go to Boston. 2 miles to Bay Center Shopping areas; 2 miles to U-Mass Boston ; 3 miles to BU; 3 miles to Northeastern University.<br /><br />no smoking allowed in side or outside. It is smoking free building and 24/7 video systems in our building.","We are located at : Bowdoin St Dorchester MA 02122 <br />Please use our address to check your target<br /><br />This unit is at first floor , which four rooms fits 4-5 guests in total . Two shared bathrooms and one kitchen.<br /><br /><b>The space</b><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br />From Logan Airport take Silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop . <br /><br />Brand new renovated all the blankets are new , kitchenware are ready , refrigerator .<br /><br /><b>Guest access</b><br />Keyless entry. Come and go as you please! <br />Brand new kitchen; (coffee, tea, bottled water, instant noodles).<br />Free street parking.<br />Laundry services - washer and dryer in basement ($2.75 to wash and $0.25 for 8 minutes to dry).<b",2020-09-01
430,16731118,#103 Boston private AC room 可讲国语禁止吸烟,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/16731118,https://www.airbnb.com/users/show/105851798,30.0,Missing,?,,"In front of our building is a beautiful park and a church.<br />Building left is city of Boston owned property , and our right is a home owner occupied red building good neighborhood .<br /><br />Very convenient location easy to go to Boston. The bus right in the front of our building which you may feel a little noisy in the morning. 2 miles to Bay Center Shopping areas; 2 miles to U-Mass Boston ; 3 miles to BU; 3 miles to Northeastern University.<br /><br />no smoking allowed in side or outside. It is smoking free building and 24/7 video systems in our building.","Recently renovated private room in a 4 bedroom house. 2 bathrooms and modern kitchen fully equipped. Dish washer ; refrigerator; Microwave; water boiler; toaster; rice cooker; everything setups ready ! <br />Coffee for free <br /><br />Secure: Keyless pad entry plus private room key.<br /><br /><b>The space</b><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br /><br />from Logan Airport take silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop . <br /><br />Brand new renovated all the blankets are new , kitchenware are ready ,make your food as you like.<br /><br /><b>Guest access</b><br />Laundry in the building lower level<br /><br /><b>Other things to note</b><br />It is street parking , Wednesday & Thursday street cleanings following the sign ple",2020-08-31
465,17952482,#101 Boston New heating AC room 全樓禁烟讲国语,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/17952482,https://www.airbnb.com/users/show/105851798,91.0,Missing,?,,"In front of our building is a beautiful park and a church. <br />Building left is city of Boston owned property , and our right is a home owner occupied red building good neighborhood .<br /><br />Very convenient location easy to go to Boston. 2 miles to Bay Center Shopping areas; 2 miles to U-Mass Boston ; 3 miles to BU; 3 miles to Northeastern University.<br /><br />no smoking allowed in side or outside. It is smoking free building and 24/7 video systems in our building.","This is first floor room in our building.<br />Bowdoin St Dorchster MA 02122<br /><br />Supper firm full size bed with all new comforter and sheet.<br />The sofa bed could be fit second person . <br /><br />Newly renovated central AC ; private room in this first floor 4 bedroom apartment. <br /><br />1) there are 2 bathrooms ,  4-5 people share it. <br />2) full equipped kitchen.  Dishwasher; microwave; toaster; coffee machine; water heater; <br /><br />3) keyless front door entry & own private room key; <br /><br />Dunking donuts Coffee for free .<br /><br /><b>The space</b><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , <br />all utilities and Wi-FI included ;<br />2) 5 rooms may 4-6 people total ;<br />3) no pets ; no smoking; no outside shoes in the bathroom; <br />4) each room has Lock; <br />5) one shared kitchen ; 2 shared bathrooms ; all items listed is included; <br />6) Street Parking only; first come first serve, City owns but no need sticke",2020-09-01
547,19885281,#203 Boston New Central AC Private Queen Bed,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/19885281,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like hare as so close to the city , only 2.8 miles to Downtown Boston.","We are located at : Bowdoin St Dorchester MA 02122 <br />Please use our address to check your target place.<br /><br />Queen size bed. <br />This is a three family home at second floor, five Airbnb guests shared two bathrooms. Super clean.<br /><br /><b>The space</b><br />This is a three family house in the second floor. It has five bed rooms and two bathrooms. <br />The #15 and 17 bus in the front of our building, go downtown Boston never be easier.<br /><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br /><br />from Logan Airport take silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop . <br /><br />Brand new renovated all the blankets are new , kitchenware are ready , refrigerator always has refreshments for you free!<br /><br />We offer free : ",2020-09-01
548,19885345,#202 Boston private AC Queen BR 全楼禁烟 可讲国语,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/19885345,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like here as so close to the city , only 2.5 miles to Downtown Boston.","Newly renovated room central AC, one Queen-size bed, fits one person or a couple. <br /><br />Near U-Mass Boston ; Bus #15 to North Eastern University directly . Very clean room. The bus in front of our building directly connected you to Redline train station. Fields Corner. Or you can walk to the train only 0.6 miles <br /><br /><br /><br />.<br /><br /><b>The space</b><br />Beautiful room with good views, sunny and bright.  Full size firm bed fits one or two. <br /><br /><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br /><br />From Logan Airport : take silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop . It may a little noisy in the morning because the bus right in the front of our building. <br /><br />Brand new renovated all the blankets are",2020-09-01
549,19918817,#204 Boston private AC BR 全楼禁烟廚具齐全,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/19918817,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like hare as so close to the city , only 2.8 miles to Downtown Boston.","This bed is my favorite one ! Super comfortable full size extra long bed with high soft headboard . <br /><br />This is a three family home at second floor, five Airbnb guests shared two bathrooms. Super clean. Every morning you can makes your Dunkin' coffee for free!<br /><br /><b>The space</b><br />0.6 miles walking distance to Red line train station or take the bus #15 or #17 in front of our building. <br /><br />It is 2 miles driving distance to downtown Boston . Near U-Mass Boston and convention Center . Bus #15 from my location to North East University directly .<br /><br />The place just finished renovation , new central AC; hard wood floor; granita counter top ; dishwasher refrigerator are new.<br /><br /><b>Other things to note</b><br />No outside shoes in this apartment, bring your own or use our slippers ( very clean, sanitized) .<br /><br />We do not services the breakfast, please feel free to use our kitchen to making your own . Washing your own dishes and cups once you us",2020-09-01
556,20269422,#205 Boston Private Room AC 双床 厨具齐全,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/20269422,https://www.airbnb.com/users/show/105851798,28.0,024679,?,,"In front of our building is a beautiful park and a church. <br />Building left is city of Boston owned property , and our right is a home owner occupied red building good neighborhood .<br /><br />Very convenient location easy to go to Boston. 2 miles to Bay Center Shopping areas; 2 miles to U-Mass Boston ; 3 miles to BU; 3 miles to Northeastern University.<br /><br />no smoking allowed in side or outside. It is smoking free building and 24/7 video systems in our building.","We are located at : Bowdoin St Dorchester MA 02122 <br />Please use our address to check your target place.<br /><br />This is a three family home at second floor, five Airbnb guests shared two bathrooms. Super clean. <br /><br /><br />This is most comfortable two twin beds in our apartment. 11” thickness mattresses and new bedding ; double closets; you will have a nice dream sleeping here!<br /><br /><b>The space</b><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br /><br />from Logan Airport take silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.6 mails or take the #15 or #17 and get off at Bowdoin St stop . <br /><br />Brand new renovated central AC, kitchenware are ready , make your food there as you like.<br /><br /><b>Guest access</b><br />Laundry is in  the building lower-level<br /><br />You may go ",2020-09-01
661,23152798,#105 Entire FL AC  (4 Br 2 both ) 厨具齐全讲国语,13-2,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/23152798,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,Left side is the senior house which Boston City owned and operated; <br />Right side is three family house ; <br />The bus is in the front of our building.,"Entire 4 bedrooms apartment at first floor with 2 new bathrooms . Fully equipped kitchen, new marble counter top, dishwasher .  <br /><br />Bus #15 and # 17 in the front of the building which also connects you to the redline Fields Corner or Seven Hills Station. Only 2 miles to UMass Boston; 3 miles to North Eastern University.<br /><br /><b>The space</b><br />Kitchen ; 2 bathrooms; <br />Laundry in the building lower level. Coins operated.<br /><br /><b>Guest access</b><br />Basement laundry room .<br /><br /><b>Other things to note</b><br />There are bicycles you can borrow crossing the street in the front of St. Peter’s church.",2020-09-01
723,23668146,#102 Boston private AC BR 全楼禁烟厨具齐全适長住,13-1,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/23668146,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"Umass Boston , South Bay shopping center  .","This is first floor room in our building.<br />Bowdoin St Dorchster MA 02122<br /><br />Supper firm full size bed with all new comforter and sheet.<br />. <br /><br />Newly installed heating and AC renovated private room in this first floor 4 bedroom apartment. <br /><br />1) there are four Bad rooms ,  4-5 people share it two bedrooms <br />2) full equipped kitchen.  Dishwasher; microwave; toaster; coffee machine; water heater; <br /><br />3) keyless front door entry & own private room key; <br /><br />Dunking donuts Coffee for free .<br /><br /><b>The space</b><br />Fully equipped kitchen, two shared bathrooms in this 4 rooms apartment at first floor.<br />Full size firm comfortable bed. Please discuss the longer term opportunity only once you had booked here already .<br /><br /><b>Guest access</b><br />Fresh baked goods and Dunkin’ Donuts coffee in the shared kitchen for free ; Laundry in the lower level of the building. <br />Coins operated, $2.75 Per wash and $1.25 to dry it.<br ",2020-09-01
826,26750505,#201 Boston Private AC Twin BR全楼禁烟,13-4,CorpGroup22,Anne,Anne,105851798.0,https://www.airbnb.com/rooms/26750505,https://www.airbnb.com/users/show/105851798,28.0,Missing,?,,"My neighbors: the left side is senior apartment building owned by Boston Housing Authority, my right side is the brown 3 family house, all young professionals and lawyers lives there. <br /><br />I have owned this building for almost 20 years, I like hare as so close to the city , only 2.8 miles to Downtown Boston.","We are located at : Bowdoin St Dorchester MA 02122 <br />Please use our address to check your target<br />Places.<br /><br />This is a small bed room in the three family home at second floor, five Airbnb guests shared two bathrooms. Super clean.<br /><br /><b>The space</b><br />This room is little smaller, it fits one person only . It does have central AC, heating system are new. <br /><br />The #15 and 17 bus in the front of our building, it will take you to Fields Corner Redline train and go downtown Boston never be easier, but it will little bit noisy in the morning. <br /><br />Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles . <br /><br />How can you get here? <br /><br /><br />from Logan Airport take silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop . <br /><br />Brand new renovated all th",2020-09-01
