id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
4461613,https://www.airbnb.com/rooms/4461613,Comfy Beacon Hill Studio Great for Work Travel #13,CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.36017,-71.06345999999998,Entire apartment,Entire home/apt,2,,1.0,112.0,1,1125,1.0,t,19,49,79,249,104,415630,t,Maverick,22348222.0,Exempt (verified),Active,40 Temple St 03 12 Boston MA 02114,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
4461846,https://www.airbnb.com/rooms/4461846,South End Studio Perfect for Work Travel #36,CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34441,-71.07633,Entire apartment,Entire home/apt,2,,1.0,83.0,1,1125,1.0,t,30,60,90,263,79,414102,t,Maverick,22348222.0,Exempt (verified),Active,400 Columbus AVE 04 36 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
4461901,https://www.airbnb.com/rooms/4461901,"Stylish Downtown Studio in the SouthEnd, #8",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34447,-71.07644,Entire apartment,Entire home/apt,2,,1.0,79.0,1,1125,1.0,t,26,56,86,254,106,415612,t,Maverick,22348222.0,Exempt (verified),Active,402 Columbus AVE 04 Apt 8 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
4500409,https://www.airbnb.com/rooms/4500409,"Stylish Studio in Back Bay, on Newbury St, .#1",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",Back Bay,2020-08-31,,42.34982,-71.08264,Entire apartment,Entire home/apt,2,,1.0,113.0,1,1124,1.0,t,22,52,82,253,124,415635,t,Maverick,22348222.0,Expired/Void/Revoked,Inactive,,Home Share Unit,1.0,,Expired/Void/Revoked,Inactive,,-1.0,,,,,#FF5722,
4623114,https://www.airbnb.com/rooms/4623114,South End Studio Perfect for Work Travel #46,CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34441,-71.07633,Entire apartment,Entire home/apt,2,,1.0,83.0,1,1125,1.0,t,29,59,89,259,98,414120,t,Maverick,22348222.0,Exempt (verified),Active,400 Columbus AVE 04 46 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
5718801,https://www.airbnb.com/rooms/5718801,"Heart of South End, Convenient, Comfy Studio #42",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34441,-71.07633,Entire apartment,Entire home/apt,2,,1.0,120.0,1,1125,1.0,t,23,53,83,252,116,414105,t,Maverick,22348222.0,Exempt (verified),Active,400 Columbus AVE 04 42 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
5718921,https://www.airbnb.com/rooms/5718921,Stylish 2 Bedroom in the South End - 400,CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34455,-71.07628000000003,Entire apartment,Entire home/apt,5,2.0,2.0,170.0,3,1125,2.0,t,28,58,88,262,124,415648,t,Maverick,22348222.0,Not found (fabricated),Not found (fabricated),,Exempt: Lodging House,1.0,,Not found (fabricated),Not found (fabricated),,-1.0,,,,,#E64A19,
5768819,https://www.airbnb.com/rooms/5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34447,-71.07644,Entire apartment,Entire home/apt,2,,1.0,83.0,1,1125,1.0,t,28,58,88,255,106,415605,t,Maverick,22348222.0,Exempt (verified),Active,402 Columbus AVE 04 Apt 4 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
5769127,https://www.airbnb.com/rooms/5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-09-01,,42.34447,-71.07644,Entire apartment,Entire home/apt,2,,1.0,85.0,1,1125,1.0,t,26,56,85,226,160,415604,t,Maverick,22348222.0,Exempt (verified),Active,402 Columbus AVE 04 Apt 3 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
6758443,https://www.airbnb.com/rooms/6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",CorpGroup7,https://www.airbnb.com/users/show/22348222,Maverick Empire,"Boston, Massachusetts, United States",South End,2020-08-31,,42.34441,-71.07633,Entire apartment,Entire home/apt,2,,1.0,83.0,1,1125,1.0,t,26,56,86,256,126,414119,t,Maverick,22348222.0,Exempt (verified),Active,400 Columbus AVE 04 45 Boston MA 02116,Exempt: Lodging House,1.0,,Exempt (verified),Exempt (verified): Lodging House,,-1.0,,,,,#607D8B,
