,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
65,3193484,Very Short Walk to the Red Line!,25-1,16186589,Marie,,,https://www.airbnb.com/rooms/3193484,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,"This is a quiet, diverse owner occupied residential area, with beautiful Victorian houses and a peaceful park for the neighborhood children and a private elementary school near by that uses the park occasionally.   The Red line train is 2-3 minutes walk from the house and it takes 20 minutes to go to downtown Boston.  <br /><br /> Its diversity translates into wonderful restaurants along ""Dot"" (Dorchester) Ave.  You'll find Indian, Irish, Vietnamese...just about every type of food you'd want like Ashmont Grill restaurant, Tavolo Restaurant, Dimitrios Restaurant, Starbucks, Duncan Donut and others which are close by on Dorchester Ave.","Private room, shared kitchen & bathroom with other student/professional. Less than 3 minutes walk to T, food, market shops near by, 15 minutes T ride to downtown, 20 minutes to MGH, 30 minutes to Longwood hospital Beth Israel, Downtown Financial District. No Pets!<br /><br /><b>The space</b><br />Also, there are Coin-Operated Washer and Dryer on the 2nd floor that can be used on Saturdays ""Only"" thru scheduled morning appointments with the host.<br />Washer = 8 Quarters<br />Dryer = 4 Quarters<br /><br /><b>Guest access</b><br />Guests can access all common areas.  All common areas are accessible.<br /><br /><b>Other things to note</b><br />1) Please state your ""Full Name"" and the ""Purpose of your Stay""  when making your inquiry.<br />2) Area is safe and guests can go for walks around the neighborhood.<br />3) The house also has an outside surveillance camera.<br />4) There is also ""Free Street Parking"" 24 hours, No Resident Permit required.<br /><br />Also, there are Coin-Operated Was",2020-09-01
232,8947232,Just around the corner from the Red Line!,25-1,16186589,Marie,,,https://www.airbnb.com/rooms/8947232,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,"This is a quiet, diverse owner occupied residential area, with beautiful Victorian houses and a peaceful park for the neighborhood children and a private elementary school near by that uses the park occasionally.   The Red line train is 2-3 minutes walk from the house and it takes 20 minutes to go to downtown Boston.  <br /><br />Its diversity translates into wonderful restaurants along ""Dot"" (Dorchester) Ave.  You'll find Indian, Irish, Vietnamese...just about every type of food you'd want like Ashmont Grill restaurant, Tavolo Restaurant, Dimitrios Restaurant, Starbucks, Duncan Donut and others which are close by on Dorchester Ave.","Quiet room, sharing kitchen & bathroom with other student/professional. Less than 3 mins walk to train, food, market shops near by, 15 mins to downtown, 20 min to MGH, 30 min to Longwood hospital Beth Israel, Downtown Financial District. No Pets!<br /><br /><b>The space</b><br />This Private Room comes with a Full size bed,  computer desk & chair, dresser, closet and AC, suitable for 1 guest .  The kitchen comes with a Refrigerator, Microwave, Stove and 5-Piece Dining set and amenities.<br /><br />Also, there are Coin-Operated Washer and Dryer on the 2nd floor that can be used on Saturdays ""Only"" thru scheduled morning appointments with the host.<br />Washer = 8 Quarters<br />Dryer = 4 Quarters<br /><br /><b>Guest access</b><br />Sharing All common areas with other students/professionals.<br /><br /><b>Other things to note</b><br />1) Please state your ""Full Name"" and the ""Purpose of your Stay""  when making your inquiry.<br />2) Area is safe and guests can go for walks around the neigh",2020-09-01
245,9685076,Convenient & Inexpensive Room Near T!,25-2,16186589,Marie,,,https://www.airbnb.com/rooms/9685076,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,It is a diverse neighborhood.,"This Private Room comes with an Airbed, closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals.  Laundromat, Cleaners, Food, Market Shops are near by.<br />House Distance from Train:  5-10 mins walk to train station. <br />Train Rides: 15 min to Downtown Boston, 20 minutes to MIT<br /><br /><b>The space</b><br />This Private Room comes with an Airbed, closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals. <br />Laundromat, Dry Cleaners  close by, Food, Market Shops near by.<br />=> House Distance from Train:  5 - 10 mins walk to train station. <br />Train Rides: 15 mins to Downtown Boston, 20 min to MIT, 25 mins to MGH, 30 min to Longwood Hospitals Beth Israel, Harvard Medical School, Brigham & Woman, 30 mins to Harvard Square.<br />=> NOTE: 1st and 2nd floors are occupied with students, re",2020-09-01
246,9685085,Amazing Private Bedroom with AirBed Near T!,25-1,16186589,Marie,,,https://www.airbnb.com/rooms/9685085,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,"This is a quiet, diverse owner occupied residential area, with beautiful Victorian houses and a peaceful park for the neighborhood children and a private elementary school near by that uses the park occasionally. The Red line train is 2-3 minutes walk from the house and it takes 20 minutes to go to downtown Boston. <br />Its diversity translates into wonderful restaurants along ""Dot"" (Dorchester) Ave.  You'll find Indian, Irish, Vietnamese...just about every type of food you'd want like Ashmont Grill restaurant, Tavolo Restaurant, Dimitrios Restaurant, Starbucks, Duncan Donut and others which are close by on Dorchester Ave.","Private Room, shared kitchen, bathroom with other student/professional. 2 - 3 min walk to train, food, market shops near by, 15 min to downtown, 20 min to MGH, 30 min to Longwood hospital Beth Israel, Downtown Financial District. No Pets!<br /><br /><b>The space</b><br />Private Room with ""Air Bed (Air Mattress)"" comes with computer desk & chair, dresser, closet and AC, suitable for 1 guest .  The kitchen comes with a Refrigerator, Microwave, Stove and 5-Piece Dining set and amenities.<br /><br />Also, there are Coin-Operated Washer and Dryer on the 2nd floor that can be used on Saturdays ""Only"" thru scheduled morning appointments with the host.<br />Washer = 8 Quarters<br />Dryer = 4 Quarters<br /><br /><b>Guest access</b><br />Sharing All common areas with erand/or professionals.<br /><br /><b>Other things to note</b><br />1) Please state your ""Full Name"" and the ""Purpose of your Stay""  when making your inquiry.<br />2) Area is safe and guests can go for walks around the neighborhood",2020-09-01
260,10575430,Cozy 4BD apartment with AirBeds,25-5,16186589,Marie,,,https://www.airbnb.com/rooms/10575430,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,Diverse neighborhood!,"The apartment has 4 bedrooms with Airbeds with 1 bathroom, kitchen & living room. <br />Laundry, Dry Cleaners, Food, Market Shops near by.<br />=>  House is 5 - 10 mins walk to train station. <br />T-Rides: 15 mins to Downtown Boston, 20 minutes to MIT, 25 to MGH, 30 to BIDMC, Dana Farber, Harvard Med School, B & W, 30 to Harvard Square.<br />=>  NOTE: Bus#19 is a 20 minutes ride to Children hospital, Dana Farber, <br />  BIDMC, Harvard Medical School, Brigham & Woman hospital<br />  Bus# 15 to Ruggles T station to NEU.<br /><br /><b>The space</b><br />This 4 Bedroom apartment is ideal for 4 students or professionals who want to live together.  This apartment also has AC to keep it nice and cool all summer long. This location is convenient with ""Free 24 HR Street Parking"".  In addition, the Laundromat, Cleaners, Food, Market Shops and the Walgreen are all near by.<br /> <br />House Distance from Train:  5 - 10 mins walk to train station. <br />Train Rides: 15 mins to Downtown Boston, 2",2020-09-01
263,11258721,Sizeable Private Room w/ Air Bed & Convenient to T,25-2,16186589,Marie,,,https://www.airbnb.com/rooms/11258721,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,It is a diverse neighborhood.,"This Private Room comes with an ""Airbed"", closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals. Laundromat, Cleaners, Food, Market Shops are near by.<br />House Distance from T: 5-10 mins walk to Red Line station. <br />Train Rides: 15 min to Downtown Boston, 20 minutes to MIT<br /><br /><b>The space</b><br />Private Room with Air Bed/Air Mattress, sharing All common areas with students and/or professionals.  Laundromat, Dry Cleaners  close by, Food, Market Shops near by.<br />=>  House Distance from Train:  5 - 10 mins walk to train station. <br />Train Rides: 15 mins to Downtown Boston, 20 min to MIT, 25 mins to MGH, 30 min to Longwood Hospitals Beth Israel, Harvard Medical School, Brigham & Woman, 30 mins to Harvard Square.<br />=>  NOTE: 1st and 2nd floors are occupied with students, recent college graduates, young professionals,   ie: (Teacher, Para-Legal, Finance, Marketing, Sales",2020-09-01
265,11376403,Roomy & Great Private Room with Airbed Near T!,25-2,16186589,Marie,,,https://www.airbnb.com/rooms/11376403,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,Diverse Neighborhood!,"This Private Room comes with an Airbed, closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals.  Laundromat, Cleaners, Food/Market Shops are near by.<br />House Distance from T:  5-10 mins walk to train station. <br />Train Rides: 15 min to Downtown Boston, 20 toMIT<br /><br /><b>The space</b><br />Private Room with Airbed sharing All common areas with students and/or professionals. <br />Laundromat, Dry Cleaners  close by, Food, Market Shops near by.<br />=>  House Distance from Train:  5 - 10 mins walk to train station. <br />Train Rides: 15 mins to Downtown Boston, 20 min to MIT, 25 mins to MGH, 30 min to Longwood Hospitals Beth Israel, Harvard Medical School, Brigham & Woman, 30 mins to Harvard Square.<br />=>  NOTE: 1st and 2nd floors are occupied with students, recent college graduates, young professionals,   ie: (Teacher, Para-Legal, Finance, Marketing, Sales, College student) all ",2020-09-01
267,11759332,Pleasant & Lovely Room Near T!,25-3,16186589,Marie,,,https://www.airbnb.com/rooms/11759332,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,"This is a quiet, diverse owner occupied residential area, with beautiful Victorian houses and a peaceful park for the neighborhood children and a private elementary school near by that uses the park occasionally.   The Red line train is 2-3 minutes walk from the house and it takes 20 minutes to go to downtown Boston.  <br /><br />Its diversity translates into wonderful restaurants along ""Dot"" (Dorchester) Ave.  You'll find Indian, Irish, Vietnamese...just about every type of food you'd want like Ashmont Grill restaurant, Tavolo Restaurant, Dimitrios Restaurant, Starbucks, Duncan Donut and others which are close by on Dorchester Ave.","1 Private room, shared kitchen & bathroom with students/professionals. Less than 3 mins walk to train, food, market shops near by, 15 minutes to downtown, 20 minutes to MGH, 30 minutes to Longwood hospitals and Medical school: Children, Beth Israel and Brigham And Woman; Harvard Medical school. Downtown Financial District. No Pets!<br /><br /><b>The space</b><br />This Private Room comes with a Full size bed,  computer desk & chair, dresser, closet and AC, suitable for 1 guest .  The kitchen comes with a Refrigerator, Microwave, Stove and 5-Piece Dining set and amenities.<br /><br />Also, there are Coin-Operated Washer and Dryer on the 2nd floor that can be used on Saturdays ""Only"" thru scheduled morning appointments with the host.<br />Washer = 8 Quarters<br />Dryer = 4 Quarters<br /><br /><b>Guest access</b><br />Sharing All common areas with other students/professionals.<br /><br /><b>Other things to note</b><br />1) Please state your ""Full Name"" and the ""Purpose of your Stay""  when",2020-09-01
272,12103501,Inexpensive & Clean Private Bedroom with Airbed,25-2,16186589,Marie,,,https://www.airbnb.com/rooms/12103501,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,Diverse Neighborhood!,"This Private Room comes with an High Rise Airbed, closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals. <br />Laundromat, Cleaners, Food/Market Shops near by.<br />House Distance from T:  5-10 minutes walk to train station. <br />Train Rides: 15 min to Downtown Boston, 20 to MIT<br /><br /><b>The space</b><br />Private Room with "" High Rise Airbed"" sharing All common areas with students and/or professionals. <br />Laundromat, Dry Cleaners  close by, Food, Market Shops near by.<br />=>  House Distance from Train:  5 - 10 mins walk to train station. <br />Train Rides: 15 mins to Downtown Boston, 20 min to MIT, 25 mins to MGH, 30 min to Longwood Hospitals Beth Israel, Harvard Medical School, Brigham & Woman, 30 mins to Harvard Square.<br />=>  NOTE: 1st and 2nd floors are occupied with students, recent college graduates, young professionals,   ie: (Teacher, Para-Legal, Finance, Marketing, ",2020-09-01
273,12175961,Comfortable Room w/ AirBed by the Redline,25-1,16186589,Marie,,,https://www.airbnb.com/rooms/12175961,https://www.airbnb.com/users/show/16186589,30.0,Missing,?,,"This is a quiet, diverse owner occupied residential area, with beautiful Victorian houses and a peaceful park for the neighborhood children and a private elementary school near by that uses the park occasionally. The Red line train is 2-3 minutes walk from the house and it takes 20 minutes to go to downtown Boston. <br />Its diversity translates into wonderful restaurants along ""Dot"" (Dorchester) Ave.  You'll find Indian, Irish, Vietnamese...just about every type of food you'd want like Ashmont Grill restaurant, Tavolo Restaurant, Dimitrios Restaurant, Starbucks, Duncan Donut and others which are close by on Dorchester Ave.","Private Rm w/ Airbed, sharing common areas with 1 student & 1 professional. 2-3 min walk 2T, food, market shops near by, 15 min to downtown, 20 min to MGH, 30 min to Longwood hospital Beth Israel, Boston Financial District. No Pets!<br /><br /><b>The space</b><br />This Private Room comes with an Airbed, closet, lamp, desk & chair and AC to keep unit nice and cool all summer long.  In addition,  All common areas are shared w/ students and/or professionals.  The kitchen and Pantry come with a Refrigerator, Microwave, Stove and Coined-Operated Washing Machine and Dryer for laundry.<br /><br />The house also has an outside surveillance camera.<br /><br /><b>Guest access</b><br />Sharing All common areas with 1 undergraduate students and 1 young professional.<br /><br /><b>Other things to note</b><br />1) Please state your ""Full Name"" and the ""Purpose of your Stay""  when making your inquiry.<br />2) Area is safe and guests can go for walks around the neighborhood.<br />3) The house also ha",2020-09-01
