,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
276,12287958,Copley Vacation Rental on the Park  w/ patio M325,159-1,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/12287958,https://www.airbnb.com/users/show/32532791,2.0,383222,Active,72 Montgomery ST 04 2 Roxbury MA 02116,This apartment is located in the South End of Boston.  Some of the top restaurants are located here in this trendy area of brownstones.  There are many art galleries and music venues.  Walk to Back Bay and Copley Square.,"STUDIO (1 ROOM WITH KITCHEN), 1 BATH APARTMENT,  Private entry.  Disinfectants are provided and we are following State recommendations.  Covid issues are fully refunded.<br />Elegant oasis in the heart of the city! The best of all worlds: a stylish, comfortable studio with beautiful indoor and outdoor spaces (patio and yard) , full kitchen, washer/dryer, Bath vent system assures no fog. WIFI. In Popular South End, 10 minute walk to subway to many attractions, Colleges, Hospitals. 475 square feet.<br /><br /><b>The space</b><br />Elegant oasis in the heart of the city! The best of all worlds: a stylish, comfortable studio with beautiful indoor and outdoor spaces. Everything you’ll need for your home base while you explore Boston: comfortable queen bed with soft linens, full kitchen, washer/dryer in the unit, wall unit air conditioner (similar to central air)lovely bath (its advanced heat/vent system ensures that there’s no fog when you shower or bathe), built-in desk, cable with extras,",2020-08-31
277,12290886,South End Suite Vacation Rental M365-1,159-3,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/12290886,https://www.airbnb.com/users/show/32532791,1.0,395639,Active,19 Braddock PARK 04 2 Boston MA 02116,"Lots of things to do.  Restaurants, shops, entertainment. Walk to many attractions. Walk to public transportation to other attractions, schools, bushiness.","We are following State Covid  recommendations.  Full refund for covid issues.   Private entrance. On a pretty tree-lined street enjoy this convenient street-level Victorian charm with private entrance.  Spacious unit offers a queen bed + a queen sleep sofa, full kitchen . 7 minute walk to metro  to attractions, historical sites, schools, hospitals. Walk to many attractions and restaurants.  Appropriate for families,singles, couples, business, academics, Medical personal.  600 square feet.<br /><br /><b>The space</b><br />1 BEDROOM, 1 BATH APARTMENT<br />In Boston’s famous South End neighborhood, on a pretty tree-lined street, you will enjoy this convenient street-level, one bedroom apartment with private entrance.  This spacious unit offers a queen bed plus a queen sleep sofa, carpeting in the bedroom and hardwood floors in the living room, a full kitchen, full bath with a shower, and access to laundry in the building. It is located within a few blocks of Copley Square, the Back Bay, t",2020-08-31
325,13714817,Abigayle's Bed and Breakfast M263 Q3a,159-7,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/13714817,https://www.airbnb.com/users/show/32532791,2.0,389081,Expired,72 Bay State RD 05 Boston MA 02215,"Lovely Kenmore Square has many shops and restaraunts. It is near the Longwood Medical area and Fenway Park and in the BU area.<br />The green line subway is just steps from the house. Quick walk to Fenway Park or Boston University (BU). 20 minutes or 1 subway stop to Berklee College of Music or Hynes Convention center at Back Bay. The subway goes to all the Boston attractions, Harvard, MIT and other colleges.","This is a double room in a charming Victorian B&B with double and single rooms, private baths. Quiet tree-lined street at Kenmore Sq., BU, Fenway Park and the metro.  Modern amenities with old world Victorian charm. This room has a queen bed, small refrigerator & private bath. There is a small foam sleeper sofa for a young, SMALL child $25/night. Only 1 parking spot for all rooms. MUST be reserved $25/night.<br /><br /><b>The space</b><br />This charming brownstone, built in 1896, is set on a quiet, tree-lined street adjacent to Kenmore Square and the Charles River, very near Boston University and Fenway Park. The property has been lovingly maintained as a private residence for two generations, and all original architectural details have been preserved. The home boasts modern amenities with old world Victorian charm. All rooms have Cable TVs, WIFI, private phone lines, desks, small refrigerators, and A/C.  You will feel right at home in this guest room with a queen bed and private atta",2020-09-01
356,14824684,Abigayle's Bed and Breakfast M263 King/Singles,159-4,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/14824684,https://www.airbnb.com/users/show/32532791,2.0,389081,Expired,72 Bay State RD 05 Boston MA 02215,In BU campus area. Kenmore Square / Fenway Park is the home of BU and The Boston Red Sox.<br />It offers lots or restaurants and shops and easy access to other areas in Metro Boston,"This is a charming Victorian B&B with double and single rooms and continental breakfast.  it has 2 single beds that can be made into a king. Quiet tree-lined street at Kenmore Sq. BU,  Fenway Park and 1 block to metro.  Modern amenities with old world Victorian charm. This room has a queen bed, small refrigerator & private bath. There is a small foam sleeper sofa for a young, SMALL child $25/night.<br />Only 1 parking spot for all rooms. MUST be reserved $25/night.  Read details below.<br /><br /><b>The space</b><br />This charming brownstone, built in 1896, is set on a quiet, tree-lined street adjacent to Kenmore Square and the Charles River, very near Boston University and Fenway Park. The property has been lovingly maintained as a private residence for two generations, and all original architectural details have been preserved. The home boasts modern amenities with old world Victorian charm. All rooms have Cable TVs, WIFI, private phone lines, desks, small refrigerators, and A/C.  Y",2020-09-01
357,14825159,Abigayle's Bed and Breakfast Single M263 S3,159-2,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/14825159,https://www.airbnb.com/users/show/32532791,2.0,389081,Expired,72 Bay State RD 05 Boston MA 02215,Kenmore Square / Fenway Park is the home of BU and The Boston Red Sox.<br />It offers lots or restaurants and shops and easy access to other areas in Metro Boston,"This is a single room in a charming Victorian bed and breakfast home  with double and single rooms and continental breakfast. Quiet tree-lined street adjacent to Kenmore Sq.,  Boston University & Fenway Park and 1 block to the metro.  The home boasts modern amenities with old world Victorian charm. This room has a single bed (single occupancy only), small refrigerator & private bath in the hall. Only 1 parking spot for all rooms. MUST be reserved $25/night.<br /><br /><b>The space</b><br />This charming brownstone, built in 1896, is set on a quiet, tree- lined street adjacent to Kenmore Square and the Charles River, and very near Boston University and Fenway Park. The property has been lovingly maintained as a private residence for two generations, and all original architectural details have been preserved. The home boasts modern amenities with old world Victorian charm. This is  a single room with a private bath in the hall. All rooms have TVs, private phone lines, desks, and A/C, and",2020-09-01
370,14991767,My Flat on Braddock M366,159-5,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/14991767,https://www.airbnb.com/users/show/32532791,3.0,383213,Expired,16 Braddock PARK 04 2 Boston MA 02116,,"1 BEDROOM, 1 BATH APARTMENT Covid issues are fully refunded & safety policies complaint.<br />Comfortable, spacious  furnished apartment.  Large bedroom with Tempurpedic style queen bed plus a trundle bed (single bed and a mattress in a drawer under the single bed that can be made into a king). Spacious living/dining room. Small, full kitchen. Hardwood floors.  7 minute walk to Back Bay Metro and Amtrak,  restaurants and shops.  750 sq.ft.<br /><br /><b>The space</b><br />1 BEDROOM, 1 BATH APARTMENT <br />You will feel at home and comfortable in this spacious and crisp South End furnished apartment with thoughtful amenities of historic Boston. The bedroom is large and contains a queen, Tempurpedic style bed plus a trundle bed (a single bed and a mattress in a drawer under the single bed that can be made into a king bed). The living room is comfortably spacious and also serves as a dining area next to the small, full kitchen. Hardwood floors with area rugs, throughout.  Children welcome",2020-08-31
581,21150610,Abigayle's Bed and Breakfast Single M263 S4,159-6,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/21150610,https://www.airbnb.com/users/show/32532791,2.0,389081,Expired,72 Bay State RD 05 Boston MA 02215,"Cosmopolitan area with lots for restaurants and shops.  Home is on a quiet, tree-lined street.","Single room in a charming Victorian bed and breakfast home with double & single room and continental breakfast. Quiet tree-lined street in Kenmore Sq. & at Boston University & Fenway Park. 1 block to the metro.  The home boasts modern amenities with old world Victorian charm. This room has a single bed (single occupancy only), small refrigerator & private bath in the hall. Only 1 parking spot for all rooms. MUST be reserved $25/night.  Read details below.<br /><br /><b>The space</b><br />This charming brownstone, built in 1896, is set on a quiet, tree-lined street adjacent to Kenmore Square and the Charles River, very near Boston University and Fenway Park. The property has been lovingly maintained as a private residence for two generations, and all original architectural details have been preserved. The home boasts modern amenities with old world Victorian charm. All rooms have Cable TVs, WIFI, private phone lines, desks, small refrigerators, and A/C.  You will feel right at home in t",2020-09-01
871,28340540,Abigayle's Bed and Breakfast M263 K3c,159-2,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/28340540,https://www.airbnb.com/users/show/32532791,2.0,389081,Expired,72 Bay State RD 05 Boston MA 02215,Lovely tree lined street. Walk to restaurants.  In the heart of Boston University and 5- 10 minute walk to Fenway Park. Walk to or take a bus down the street to hospitals at Longwood Medical area. 1 block to metro to universities and hospitals.,"This is a double room in a charming Victorian B&B with double and single rooms and continental breakfast. Quiet tree-lined street adjacent to Kenmore Sq. , BU & Fenway Park and 1 block to the metro.  Modern amenities with old world Victorian charm. This room has a king bed, small refrigerator & private bath. There is a small foam sleeper sofa for a young, SMALL child $25/night.<br />Only 1 parking spot for all rooms. MUST be reserved $25/night.<br /><br /><b>The space</b><br />This charming brownstone, built in 1896, is set on a quiet, tree-lined street adjacent to Kenmore Square and the Charles River, very near Boston University and Fenway Park. The property has been lovingly maintained as a private residence for two generations, and all original architectural details have been preserved. The home boasts modern amenities with old world Victorian charm. All rooms have Cable TVs, WIFI, private phone lines, desks, small refrigerators, and A/C.  You will feel right at home in this guest r",2020-09-01
1348,38407434,1863 House Bed and  Breakfast M307 Room 2,159-1,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/38407434,https://www.airbnb.com/users/show/32532791,2.0,383981,Expired,148 W Canton ST 04 Roxbury MA 02118,A plethora of  shops and restaurants. Tremont  and Columbus  Streets have  the highest concentration of fine restaurants in Boston.  Beautiful tree lined streets with many bow front brick buildings with iron railings.  Close to attractions and public transportation.,"Bed and Breakfast home. Your delightful hosts have been residents since 1964. This is 1 of 2 rooms  in a beautiful Bostonian Victorian town house in the popular South End with a plethora for restaurants and shops and convenience to attractions.  Each bedroom has a full size antique brass bed, a desk, and a decorative fireplace. The 2 fourth floor guest rooms share a bath with tub and shower. Expanded continental breakfast provided.  No arrivals after 10 pm.<br /><br /><b>The space</b><br />Your delightful hosts have been residents of their centrally located South End neighborhood since 1964. Their comfortable  home offers three guest rooms and lots of local knowledge! Their brick bow front Victorian townhouse was built in 1863 and features a new gourmet kitchen with a deck overlooking a secluded garden for quiet continental breakfasts. Guests rave about Ben’s fresh squeezed orange juice. Each bedroom has a full size antique brass bed with an antique quilt, a desk, and a decorative fire",2020-08-31
1540,41397978,1863 House Bed and  Breakfast M307 Room 1,159-1,CorpGroup37,Bed and Breakfast Associates Bay Colony,Marie,32532791.0,https://www.airbnb.com/rooms/41397978,https://www.airbnb.com/users/show/32532791,2.0,383981,Expired,148 W Canton ST 04 Roxbury MA 02118,A plethora of  shops and restaurants. Tremont  and Columbus  Streets have  the highest concentration of fine restaurants in Boston.  Beautiful tree lined streets with many bow front brick buildings with iron railings.  Close to attractions and public transportation.,"Bed and Breakfast home. Your delightful hosts have been residents since 1964. This is 1 of 2 rooms  in a beautiful Bostonian Victorian town house in the popular South End with a plethora for restaurants and shops and convenience to attractions.  Each bedroom has a full size antique brass bed, a desk, and a decorative fireplace. The 2 fourth floor guest rooms share a bath with tub and shower. Expanded continental breakfast provided.  No arrivals after 10 pm.<br /><br /><b>The space</b><br />Your delightful hosts have been residents of their centrally located South End neighborhood since 1964. Their comfortable  home offers three guest rooms and lots of local knowledge! Their brick bow front Victorian townhouse was built in 1863 and features a new gourmet kitchen with a deck overlooking a secluded garden for quiet continental breakfasts. Guests rave about Ben’s fresh squeezed orange juice. Each bedroom has a full size antique brass bed with an antique quilt, a desk, and a decorative fire",2020-08-31
