id,listing_url,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,last_scraped,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,temp_class,cluster,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
10813,https://www.airbnb.com/rooms/10813,"Back Bay Apt-blocks to subway, Newbury St, The Pru",CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,"Boston, Massachusetts, United States",Back Bay,2020-09-01,,42.34961,-71.08904,Entire apartment,Entire home/apt,3,,1.0,87.0,28,1125,28.0,t,0,0,0,0,10,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
10986,https://www.airbnb.com/rooms/10986,North End (Waterfront area)  CLOSE TO MGH & SUBWAY,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,North End,2020-09-01,,42.36352,-71.05075,Entire condominium,Entire home/apt,2,,1.0,83.0,28,1125,28.0,t,5,35,65,340,2,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
13173203,https://www.airbnb.com/rooms/13173203,Quaint North End One Bedroom -Near everything,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,"Boston, Massachusetts, United States",North End,2020-09-01,,42.36487,-71.05597,Entire apartment,Entire home/apt,4,1.0,1.0,83.0,28,1125,28.0,t,29,59,89,364,38,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
13173362,https://www.airbnb.com/rooms/13173362,"BACK BAY 2 blocks subway, 1 street to Newbury St",CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,Back Bay,2020-08-31,,42.34826,-71.0854,Entire condominium,Entire home/apt,2,1.0,0.0,83.0,28,1125,28.0,t,29,59,89,364,1,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
13188501,https://www.airbnb.com/rooms/13188501,"Beacon Hill Studio, close to Mass Gen & T Station",CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,"Boston, Massachusetts, United States",Beacon Hill,2020-08-31,,42.3609,-71.07086,Entire apartment,Entire home/apt,2,,1.0,83.0,28,1125,28.0,t,29,59,89,364,16,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
23183205,https://www.airbnb.com/rooms/23183205,BACK BAY APARTMENT ON MARLBOROUGH ST,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,Back Bay,2020-08-31,,42.34967,-71.08699,Entire condominium,Entire home/apt,1,,1.0,73.0,91,1125,91.0,t,10,40,70,345,0,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
26130187,https://www.airbnb.com/rooms/26130187,"North End One bedroom, Freedom Trail 1 min walk",CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,"Boston, Massachusetts, United States",North End,2020-09-01,,42.36452,-71.05414,Entire condominium,Entire home/apt,4,1.0,1.0,83.0,91,1125,91.0,t,30,60,90,254,1,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
29360278,https://www.airbnb.com/rooms/29360278,LARGE Studio Fenway/BackBay close to HOSPITALS & T,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,Fenway,2020-08-31,,42.3452,-71.095,Entire condominium,Entire home/apt,2,,1.0,83.0,28,1125,28.0,t,0,29,59,334,1,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
36829501,https://www.airbnb.com/rooms/36829501,Back Bay Studio near Berklee & Longwood Hospitals,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,"Boston, Massachusetts, United States",Fenway,2020-08-31,,42.34731,-71.08978,Entire condominium,Entire home/apt,2,,1.0,120.0,28,1125,28.0,t,29,59,89,364,0,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
40299766,https://www.airbnb.com/rooms/40299766,Back Bay 1 Bedoom around the corner for Newbury St,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,Back Bay,2020-08-31,,42.34921,-71.08368,Entire condominium,Entire home/apt,2,1.0,1.0,110.0,91,1125,91.0,t,29,59,89,364,0,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
43673971,https://www.airbnb.com/rooms/43673971,BACK BAY STUDIO ON PRESTIGIOUS MARLBOROUGH ST,CorpGroup34,https://www.airbnb.com/users/show/38997,Michelle,,Back Bay,2020-08-31,,42.35355,-71.07584,Entire condominium,Entire home/apt,2,,1.0,83.0,91,1125,91.0,t,0,0,0,261,0,Missing,f,Michelle,38997.0,No license claimed,,,,,,No license claimed,No license claimed,,-1.0,,,,,#FF9800,
