,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
1034,32402053,Medical Pro. Dedicated Home | CoLiving | 3F,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/32402053,https://www.airbnb.com/users/show/814298,45.0,Missing,?,,There is both on and off street resident parking at this location and the public T station is less than one block away (orange line). It is close to several Universities and the Longwood Medical Center.<br /><br />Resident parking requires a parking permit. There is limited parking in the driveway.  Must coordinate with other guests in the building.,"This is a shared traveling medical professionals, medical students, and post grad medical studies 4 bedroom home! <br /><br />This apartment is in a newly restored Victorian house in the Fort Hill neighborhood of Boston. The house has a nice front terrace to sit out on to enjoy nice days and there are parking spaces available for rent (subj. to availability).<br /><br />There are four bedrooms organized in a co-living set-up, with a shared kitchen and living room. STRB provides bi-weekly common cleaning.<br /><br /><b>The space</b><br />The kitchen is fully-equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there is a 40"" flat screen Smart TV with cable and two comfortable sofas. The kitchen has a breakfast bar area that can seat six, as well as a large dining room table that can seat six.<br /><br />The available bedroom for rent is a private (locking) bedroom on the third floor. The bedroom features large ",2020-09-01
1045,32686394,Medical Pro. Dedicated Home | CoLiving | 2R,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/32686394,https://www.airbnb.com/users/show/814298,30.0,Missing,?,,There is both on and off street resident parking at this location and the public T station is less than one block away (orange line). It is close to several Universities and the Longwood Medical Center.<br /><br />Resident parking requires a parking permit. There is limited parking in the driveway.  Must coordinate with other guests in the building.,"This is a shared traveling medical professionals, medical students, and post grad medical studies home! <br /><br />This apartment is in a newly restored Victorian house in the Fort Hill neighborhood of Boston. The house has a nice front terrace to sit out on to enjoy nice days and there are parking spaces available for rent.<br /><br />There are four bedrooms organized in a co-living set-up, with a shared kitchen and living room. This specific room has a private bathroom. STRB provides bi-weekly common cleaning.<br /><br /><b>The space</b><br />The kitchen is fully-equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there is a 40"" flat screen Smart TV with cable and two comfortable sofas. The kitchen has a breakfast bar area that can seat six, as well as a large dining room table that can seat six.<br /><br />The available bedroom for rent is a private (locking) bedroom on the third floor. The bedroom featur",2020-09-01
1122,34276092,65 Beech Glen | Flexible Housing | Co-Living | A,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/34276092,https://www.airbnb.com/users/show/814298,30.0,Missing,?,,"65 Beech Glen is a new development in BREC’s Co-Living, and Shared-Apartment portfolio located on a quiet street in the Highland Park Neighborhood.<br /><br />The Home is minutes from the Orange Line, with additional street parking available offering amazing flexibility for commuting in and out of the city. In addition, Longwood Medical Area is close by, giving a great option for individuals looking for a home close to any of the hospitals in the area. <br /><br />The entire Home is furnished, using a combination of West Elm, and name brands. There is a fully functional and operational kitchen, free in-unit laundry, key-less entry, as well as a Tuft & Needle Mattress in each room. <br /><br />BREC cleans common spaces, as well as stocks communal bathrooms and kitchen essentials on a bi-weekly timeline (once every two weeks). We strive to make finding a great home easy, so you can spend time focused on things more important to you. <br /><br />BREC operates a number of co-living buildin","If you are looking for flexibility, ease and affordability with all the uncertainty of COVID-19 this Fall and Winter then look no further. Thatch Co-Living and furnished rentals are tailor-made for your current situation. <br /><br />Why commit to a 1-year lease, pay to move, pay a broker fee, buy furniture and spend precious time moving on September 1st and getting settled if you are not sure whether you will be here for a year or not? You pick the place and you pick the dates, we provide the housing.<br /><br /><b>The space</b><br />This is a brand new apartment, designed for Co-Living. All amenities, as well as utilities are included in rent.<br /><br />There are four bedrooms (each with a private lock), with a shared kitchen and living room. Thatch provides bi-weekly common cleaning, and offers private room cleaning upon request. Each unit is fully furnished with a Tuft & Needle Mattress, and security is provided by Latch.<br /><br />The kitchen is fully-equipped with appliances, i",2020-09-01
1129,34779735,Flexible Housing | Boston | Co-Living | 2B,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/34779735,https://www.airbnb.com/users/show/814298,30.0,Missing,?,,"Fort Hill is a quiet neighborhood, perfect for long-term stays. There is a combination of families, medical professionals, and graduate students that coincide with a wonderful local history to build a strong culture in the local area. 139 Marcella is located in Highland Park within walking distance of the vibrant South End. The Jackson Square T-Stop is a 7 min walk and the Columbus Ave & Centre Street MBTA Bus Line (#22) is a 5 min walk. Within 20 min you can be in downtown Boston.","If you are looking for flexibility, ease and affordability with all the uncertainty of COVID-19 this Fall and Winter then look no further. Thatch Co-Living and furnished rentals are tailor-made for your current situation. <br /><br />Why commit to a 1-year lease, pay to move, pay a broker fee, buy furniture and spend precious time moving on September 1st and getting settled if you are not sure whether you will be here for a year or not? You pick the place and you pick the dates, we provide the housing.<br /><br /><b>The space</b><br />This is a brand new apartment, designed for Co-Living. All amenities, as well as utilities are included in rent.<br /><br />There are four bedrooms (each with a private lock), with a shared kitchen and living room. Thatch provides bi-weekly common cleaning, and offers private room cleaning upon request. Each unit is fully furnished with a Tuft & Needle Mattress, and security is provided by Latch.<br /><br />The kitchen is fully-equipped with appliances, i",2020-09-01
1130,34806841,Flexible Housing | Fall Housing | CoLiving | 2D,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/34806841,https://www.airbnb.com/users/show/814298,30.0,Missing,?,,"Fort Hill is a quiet neighborhood, perfect for long-term stays. There is a combination of families, medical professionals, and graduate students that coincide with a wonderful local history to build a strong culture in the local area. 139 Marcella is located in Highland Park within walking distance of the vibrant South End. The Jackson Square T-Stop is a 7 min walk and the Columbus Ave & Centre Street MBTA Bus Line (#22) is a 5 min walk. Within 20 min you can be in downtown Boston.","If you are looking for flexibility, ease and affordability with all the uncertainty of COVID this Fall and Winter then look no further. <br /><br />Thatch's Co-Living and furnished monthly rentals are tailor-made for this. Why commit to a 1 year lease, pay to move, pay a broker, buy furniture and spend precious time moving and getting settled if you aren't sure whether you'll be here for a year or not? <br /><br />With Thatch you pick the perfect place and commit only to the dates you need. Let us do the rest!<br /><br /><b>The space</b><br />The kitchen is fully-equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there is a flat screen Smart TV and a comfortable sofa. The kitchen has a breakfast bar area that has room for four, and a bistro table for two. <br /><br />The available bedroom for rent is a private (locking) bedroom on the second floor. This bedroom features exposed closet space and several windo",2020-09-01
1133,35003138,Flexible Housing | Fall-Semester | CoLiving | 2C,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/35003138,https://www.airbnb.com/users/show/814298,45.0,Missing,?,,"Fort Hill is a quiet neighborhood, perfect for long-term stays. There is a combination of families, medical professionals, and graduate students that coincide with a wonderful local history to build a strong culture in the local area. 139 Marcella is located in Highland Park within walking distance of the vibrant South End. The Jackson Square T-Stop is a 7 min walk and the Columbus Ave & Centre Street MBTA Bus Line (#22) is a 5 min walk. Within 20 min you can be in downtown Boston.","If you are looking for flexibility, ease and affordability with all the uncertainty of COVID this Fall and Winter then look no further. <br /><br />Thatch's Co-Living and furnished monthly rentals are tailor-made for this. Why commit to a 1 year lease, pay to move, pay a broker, buy furniture and spend precious time moving and getting settled if you aren't sure whether you'll be here for a year or not? <br /><br />With Thatch you pick the perfect place and commit only to the dates you need. Let us do the rest!<br /><br /><b>The space</b><br />The kitchen is fully-equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there is a flat screen Smart TV and a comfortable sofa. The kitchen has a breakfast bar area that has room for four, and a bistro table for two. <br /><br />The available bedroom for rent is a private (locking) bedroom on the second floor. This bedroom features exposed closet space and several windo",2020-09-01
1134,35003565,Flexible Housing | Boston | Co-Living 2A,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/35003565,https://www.airbnb.com/users/show/814298,30.0,Missing,?,,"Fort Hill is a quiet neighborhood, perfect for long-term stays. There is a combination of families, medical professionals, and graduate students that coincide with a wonderful local history to build a strong culture in the local area. 139 Marcella is located in Highland Park within walking distance of the vibrant South End. The Jackson Square T-Stop is a 7 min walk and the Columbus Ave & Centre Street MBTA Bus Line (#22) is a 5 min walk. Within 20 min you can be in downtown Boston.","If you are looking for flexibility, ease and affordability with all the uncertainty of COVID-19 this Fall and Winter then look no further. Thatch Co-Living and furnished rentals are tailor-made for your current situation. <br /><br />Why commit to a 1-year lease, pay to move, pay a broker fee, buy furniture and spend precious time moving on September 1st and getting settled if you are not sure whether you will be here for a year or not? You pick the place and you pick the dates, we provide the housing.<br /><br /><b>The space</b><br />This is a brand new apartment, designed for Co-Living. All amenities, as well as utilities are included in rent.<br /><br />There are four bedrooms (each with a private lock), with a shared kitchen and living room. Thatch provides bi-weekly common cleaning, and offers private room cleaning upon request. Each unit is fully furnished with a Tuft & Needle Mattress, and security is provided by Latch.<br /><br />The kitchen is fully-equipped with appliances, i",2020-09-01
1135,35004296,65 Beech Glen | Unit 1B | Private BR | Co-Living,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/35004296,https://www.airbnb.com/users/show/814298,28.0,Missing,?,,"65 Beech Glen is a new development in BREC’s Co-Living, and Shared-Apartment portfolio located on a quiet street in the Highland Park Neighborhood.<br /><br />The Home is minutes from the Orange Line, with additional street parking available offering amazing flexibility for commuting in and out of the city. In addition, Longwood Medical Area is close by, giving a great option for individuals looking for a home close to any of the hospitals in the area. <br /><br />The entire Home is furnished, using a combination of West Elm, and name brands. There is a fully functional and operational kitchen, free in-unit laundry, key-less entry, as well as a Tuft & Needle Mattress in each room. <br /><br />BREC cleans common spaces, as well as stocks communal bathrooms and kitchen essentials on a bi-weekly timeline (once every two weeks). We strive to make finding a great home easy, so you can spend time focused on things more important to you. <br /><br />BREC operates a number of co-living buildin","This is a completely re-built 4-bedroom home designed for Co-Living. All amenities, as well as utilities are included in rent.<br /><br />There are four bedrooms (each with a private lock), sharing a kitchen and living room. Short Term Rentals Boston provides bi-weekly common cleaning, and offers private room cleaning, upon request. Each unit is fully furnished with a Tuft & Needle Mattress, full length mirror, desk, closet and a lock with a pin-pad.<br /><br /><b>The space</b><br />The kitchen is fully equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there's a 40"" flat screen Smart TV and two comfortable sofas. The kitchen has a breakfast-bar area that can seat four, as well as a living room with a bistro table and seating for a group up to seven.<br /><br />The available bedroom for rent is a private (locking) bedroom, unit 1B. This bedroom features closet space and several windows that provide fresh air",2020-09-01
1136,35004562,65 Beech Glen | Unit 1D | Private BR | Co-Living,10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/35004562,https://www.airbnb.com/users/show/814298,28.0,Missing,?,,"65 Beech Glen is a new development in BREC’s Co-Living, and Shared-Apartment portfolio located on a quiet street in the Highland Park Neighborhood.<br /><br />The Home is minutes from the Orange Line, with additional street parking available offering amazing flexibility for commuting in and out of the city. In addition, Longwood Medical Area is close by, giving a great option for individuals looking for a home close to any of the hospitals in the area. <br /><br />The entire Home is furnished, using a combination of West Elm, and name brands. There is a fully functional and operational kitchen, free in-unit laundry, key-less entry, as well as a Tuft & Needle Mattress in each room. <br /><br />BREC cleans common spaces, as well as stocks communal bathrooms and kitchen essentials on a bi-weekly timeline (once every two weeks). We strive to make finding a great home easy, so you can spend time focused on things more important to you. <br /><br />BREC operates a number of co-living buildin","This is a completely re-built 4-bedroom home designed for Co-Living. All amenities, as well as utilities are included in rent.<br /><br />There are four bedrooms (each with a private lock), sharing a kitchen and living room. Short Term Rentals Boston provides bi-weekly common cleaning, and offers private room cleaning, upon request. Each unit is fully furnished with a Tuft & Needle Mattress, full length mirror, desk, closet and a lock with a pin-pad.<br /><br /><b>The space</b><br />The kitchen is fully equipped with appliances, including refrigerator, range with oven, microwave, pots/pans and cooking utensils. In the living room, there's a 40"" flat screen Smart TV and two comfortable sofas. The kitchen has a breakfast-bar area that can seat four, as well as a living room with a bistro table and seating for a group up to seven.<br /><br />The available bedroom for rent is a private (locking) bedroom, unit 1D. This bedroom features closet space and several windows that provide fresh air",2020-09-01
1652,42432751,Brand New | Modern Studio (Parking Available),10-2,CorpGroup4,STR Boston,Thatch,814298.0,https://www.airbnb.com/rooms/42432751,https://www.airbnb.com/users/show/814298,60.0,Missing,?,,"This renovated Victorian home has a quiet feel, but is steps away from JP, Longwood, Dorchester, South End, Brookline, Back Bay and other desirable neighborhoods.","This brand new ground floor studio suite was renovated 2019. It is the ultimate in comfort and flexibility for a studio unit. It is a modern studio located in the Highland Park neighborhood, it has a quiet feel, but is steps away from Boston's most desirable neighborhoods. Boston Sports Club gym membership included with your stay.<br /><br /><b>The space</b><br />Your space comes with central heat and AC to keep this unit comfortable through out the year. All rental units are equipped with wireless internet, local channels, towels, coffee maker, toaster, and microwave.<br /><br />The living area is equipped with sofa, dining table for two and a fully stocked kitchen plus in-unit laundry.",2020-08-31
