id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
18774656,Private & convenient studio right next to T618,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/18774656,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip.  All of our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. Apartment right in front of subway, please expect city noise and consider close the window all",2020-09-01
38088325,Bright and Cozy Boston Studio near Subway409,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38088325,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at every turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site co-host assistance 24/7.<br /><br />Please note: Airbnb photographer is very skilled, actual apartment certainly smaller than appears on photo. Apartment right in front of subway, please expect city noise and consider close the window all the way ",2020-08-31
38127306,Bright and Cozy Boston Studio near Subway411,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38127306,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at every turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site co host assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. Apartment right in front of subway, please expect city noise and consider close the window all ",2020-09-01
38127491,Bright and Cozy Boston Studio near Subway412,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38127491,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at every turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. Apartment right in front of subway, please expect city noise and consider close the window all th",2020-08-31
38127591,Bright and Cozy Boston Studio near Subway416,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38127591,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at every turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. Apartment right in front of subway, please expect city noise and consider close the window all th",2020-09-01
38127996,Chic & Comfort Boston Studio near Subway504,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38127996,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. And the bathroom is bit outdated and small. Apartment right in front of subway, please expect city",2020-09-01
38128077,Chic & Comfort Boston Studio near Subway507,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38128077,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. And the bathroom is bit outdated and small. Apartment right in front of subway, please expect city",2020-08-31
38128253,Chic & Comfort Boston Studio near Subway508,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38128253,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. And the bathroom is bit outdated and small. Apartment right in front of subway, please expect city",2020-08-31
38128313,Chic & Comfort Boston Studio near Subway509,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38128313,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. And the bathroom is bit outdated and small. Apartment right in front of subway, please expect city",2020-08-31
38128388,Chic & Comfort Boston Studio near Subway511,25-1,CorpGroup10,Cindy,Cindy,18110188.0,https://www.airbnb.com/rooms/38128388,https://www.airbnb.com/users/show/18110188,1.0,STRES,,,"As a young, uprising and thriving part of the Greater Boston, Allston town borders Fenway/Kenmore and Brighton, as well as the City of Brookline, the home of John F. Kennedy. It provides easy access to Route 2, the Mass Pike, Storrow Drive, and Soldiers Field Road, that lead to more destinations in Greater Boston.","In the heart of Allston, right of Green Line Subway Packard's Corner, our studio is perfect for Boston tourists, business travelers and visiting students. Easy access to public transports grants quick train ride to Boston University, Hynes Convention Center, Fenway Park, Newbury Street, Boston Common, Faneuil Hall and other places. The apartment features AC, heater, Smart TV, kitchen and bathroom, staff-picked bed linens and all essentials one will need during a trip. All our studio use in wall AC instead of HVAC system, all studios are fully cleaned and sanitized at each turnover cleaning.<br /><br /><b>The space</b><br />A brief list of what the apartment includes is shown below. We provide all essentials for a comfortable stay and on-site staff assistance 24/7.<br /><br />To be very honest up front: Airbnb photographer is very skilled, actual apartment is smaller than appears on photo. <br />Apartment right in front of subway, please expect city noise and consider close the window a",2020-08-31
