id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
3656168,Parking Close 2 Downtown Renovated,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/3656168,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.","(Please do not make a request right away. But send me an email first).<br /><br />Free parking. Youtube videos by Bridgian, titled 1-1 (1) and 'Driving in the neighborhood 072415'. Thanks for heeding the 'house rules'. 2-minute walk to bus stop.<br /><br /><b>The space</b><br />Close to Downtown <br />Renovated house<br />Free off-street parking.  This sunny and large room is on the 1st floor in a completely remodeled 3-family home. Room will be furnished with a queen size bed, a desk, a chair, and some shelving space. If you want to bring your own pieces of furniture, please inquire ahead. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br /><b>Guest access</b><br />Strong and solid Wifi connection<br />Full use of kitchen and bathroom <br />Free parking<br /><br /><b>Other things to note</b><br />We are seeking a roommate/guest who is quiet, non-smoking and without pets. Youtube vid",2020-09-01
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/3705824,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna, and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.<br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","(Please do not make a request right away. But send me an email first).<br /><br />Completely remodeled apartment. A walk-in closet comes with this room. Shared kitchen and bathroom with 3 other highly-professional roommates. Everything in the house is new including the appliances. EZ  street parking, safe and friendly Neighborhood<br /><br /><b>The space</b><br />Close to downtown, Renovated House, Easy street Parking<br /><br />Youtube videos : <br />'37M F4 a small room with a walk-in closet' and <br />'Driving in the neighborhood 072415'<br /><br /><b>Guest access</b><br />Wifi, Kitchen, Bathroom, <br />No washer and drier in the house. <br />We use two laundromats nearby.<br /><br /><b>Other things to note</b><br />Thanks for heeding the 'house-rules'.<br /><br />Towels and linens (sheets, blankets, and pillows) are NOT provided. The bed is twin size.",2020-09-01
4593974,Parking EZ 2 Downtown/Longwood Larg,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/4593974,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.<br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","Free parking, Clean and Large room in a Renovated house. <br /><br />Youtube videos are titled '37 Maywood S3' and 'Driving in the neighborhood 072415 '.<br /><br />Thanks for heeding the 'house-rules'. Fast wifi.<br /><br /><b>The space</b><br />Close to Downtown <br />Renovated house<br />Free off-street parking.  This sunny and large room is on the 2nd floor in a completely remodeled 3-family home. The room will be furnished with a full-size bed, a desk, a chair, and a bookcase/shelf. This room has two closets. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br />Youtube videos are titled '37 Maywood S3' and 'Driving in the neighborhood 072415 '.<br /><br /><b>Guest access</b><br />Strong and solid Wifi connection<br />Full use of kitchen and bathroom <br />Free parking<br /><br /><b>Other things to note</b><br />We are seeking a roommate/guest who is quiet, non-smoking and without",2020-09-01
4593985,Parking Renovated Close to Downtown,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/4593985,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.","(Please do not make a request right away. But send me an email first).<br /><br />A peaceful and orderly neighborhood in Roxbury. A bust stop is only 2 minutes away for numerous MBTA bus lines. Easy commute to Southend, Downtown and Longwood Medical Area. Fast Wi-Fi plus FREE PARKING!<br /><br /><b>The space</b><br />Free off-street parking!  <br />Easy on-street parking (no permit required).  This room is on the 2nd floor in a completely remodeled 3-family home. Room will be furnished with a bed, a desk, a chair, and some shelving space. (Refrigerator in the picture is not included). Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby. <br /><br />Youtube videos:  <br />'37M Renovated House with Parking S4'<br />'Driving in the neighborhood 072415'<br /><br /><b>Guest access</b><br />Free parking, full use of kitchen and bathroom, fast wifi<br /><br /><b>Other things to note</b><br />We try to ",2020-09-01
4624582,Parking Easy to downtown/Longwood,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/4624582,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood in Roxbury. Near the house are (view pictures) : a Boston Police Department station, Marshalls, a supermarket, Santander bank, McDonald's, Popeys, Walgreens, AutoZone and a YMCA. This YMCA has a nice gym, sauna, steam room and a swimming pool ($25/month : ages 18 through 29 or $30/month : ages 30 through 64). If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.<br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","(Please do not make a request right away. But send me an email first).<br /><br />All rooms will have a window AC for the summer.<br /><br />Free off-street parking (no permit needed for easy street parking). Youtube : by Bridgian, titled TS. Extension possible once you arrive. Thank you for heeding the 'house-rules'.<br /><br /><b>The space</b><br />Free off-street parking! Close to Downtown, Renovated House, Easy on-street parking (no permit required).  This sunny and large room is on the 3rd floor in a completely remodeled 3-family home. Room is furnished with a bed, a desk, a chair, and plenty of shelving space. (If you want to bring your own pieces of furniture, please inquire ahead). Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br /><b>Guest access</b><br />Free off-street parking. Easy On-Street Parking (no permit required).<br />Hi Speed Wifi (strong signal) and full use of",2020-09-01
5495267,Parking Renovated Close to Downtown,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/5495267,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.","Peaceful and orderly neighborhood in Roxbury. A bust stop is only 2 minutes away for numerous MBTA bus lines. Easy commute to Southend, Downtown and Longwood Medical Area. Fast Wi-Fi plus FREE PARKING!<br /><br /><b>The space</b><br />Free off-street parking!  <br />Easy on-street parking (no permit required).  This room is on the 2nd floor in a completely remodeled 3-family home. Room will be furnished with a bed, a desk, a chair, and some shelving space. (Refrigerator in the picture is not included). Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby. <br /><br />Youtube videos:  <br />'37M Renovated House with Parking S4'<br />'Driving in the neighborhood 072415'<br /><br /><b>Guest access</b><br />Free parking, full use of kitchen and bathroom, wifi<br /><br /><b>Other things to note</b><br />We try to keep the atmosphere conducive to studying and resting and a couple of house-rules are in ",2020-09-01
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/6800522,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna, and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.<br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","(Please do not make a request right away. But send me an email first).<br /><br />Peaceful and orderly neighborhood. Youtube videos available. Bus stop is 2 minutes away. Easy commute to Downtown/Longwood. Renovated house. Near Dudley Station. Free Wi-Fi. Small shopping area nearby including a supermarket.<br /><br /><b>The space</b><br />Close to Downtown. Renovated house. This small but sunny room is furnished with a twin size bed, a desk, a chair, and plenty of shelving space. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br /><b>Guest access</b><br />Hi-speed Wifi (strong signal) and full use of kitchen and bathroom<br />Youtube videos are available (titled '37 Maywood 31' and 'Driving in the neighborhood 072415'.<br /><br /><b>Other things to note</b><br />Towels and linens (sheets, blankets, and pillows) are NOT provided. The bed is twin size.<br /><br />Thanks for heeding the",2020-09-01
6819620,Renovated Parking EZ to downtown,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/6819620,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood. Near the house are ; a Boston Police Department station, a supermarket, a small shopping mall, Walgreens, and a YMCA. This YMCA has a nice gym, sauna and a swimming pool. If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts. <br /><br />Multi-cultural and mixed area with African-American, Hispanic, Vietnamese, White and Cape Verdian heritage.","(Please do not make a request right away. But send me an email first).<br /><br />Fast wifi. Free parking. Youtube videos by Bridgian, titled '2-2 (2)' and 'Driving in the neighborhood 072415'. Thanks for heeding the 'house rules'. Bus stop 2 minutes away. Renovated and Clean.<br /><br /><b>The space</b><br />Free off-street parking!  <br />Easy on-street parking (no permit required).  This sunny and large room is on the 2nd floor in a completely remodeled 3-family home. Room will be furnished with a bed, a desk, a chair, and some shelving space. If you want to bring your own pieces of furniture, please inquire ahead. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br /><b>Guest access</b><br />Strong Wifi<br />Full use of kitchen and bathroom <br />PARKING : Free off-street parking.<br />Easy On-Street Parking (no permit required).<br /><br /><b>Other things to note</b><br />We are s",2020-09-01
7093184,Easy to downtown/Longwood Free Parking Clean House,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/7093184,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood in Roxbury. Near the house are (view pictures) : a Boston Police Department station, Marshalls, a supermarket, Santander bank, McDonald's, Popeys, Walgreens, AutoZone and a YMCA. This YMCA has a nice gym, sauna, steam room and a swimming pool ($25/month : ages 18 through 29 or $30/month : ages 30 through 64). If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts. <br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","(Please do not make a request right away. But send me an email first).<br /><br />Free Off-Street Parking until the end of December. Easy On-Street Parking. Fast commute to downtown and Longwood. Renovated and clean house. Youtube videos by Bridgian, title '35(2)' and 'Driving in the neighborhood 072415'.<br /><br />Thank you for heeding 'house-rules'.<br /><br /><b>The space</b><br />Close to Downtown <br />Renovated house<br /><br />Free Off-Street Parking until the end of December. Easy on-street parking (no permit required). This cozy and sunny room is on the 3rd floor in a completely remodeled 3-family home. Room is furnished with a twin size bed, a desk, a chair, lamps and plenty of shelving space. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby. Extension welcomed. <br /><br />Youtube videos : by Bridgian, titled '35 (2)'. The neighborhood video is titled:  'Driving in the neighborhoo",2020-09-01
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,2-S0,CorpGroup14,Huggy,Huggy,18517776.0,https://www.airbnb.com/rooms/7161203,https://www.airbnb.com/users/show/18517776,91.0,Missing,,,"Peaceful and orderly neighborhood in Roxbury. Near the house are (view pictures) : a Boston Police Department station, Marshalls, a supermarket, Santander bank, McDonald's, Popeys, Walgreens, AutoZone and a YMCA. This YMCA has a nice gym, sauna, steam room and a swimming pool ($25/month : ages 18 through 29 or $30/month : ages 30 through 64). If you walk onto Blue Hill Ave, you will see a Super Stop & Shop, Bank of America, CVS and Dunkin' Donuts.<br /><br />A diverse community that includes a large proportion of African-American, Hispanic, and Asian families, along with some young professionals.","(Please do not make a request right away. But send me an email first).<br /><br />Off Street Parking plus easy on-street parking (no permit needed). Youtube videos by Bridgian, titled '37 Maywood S1'  and 'Driving in the neighborhood 072415'. Thanks for heeding the 'house-rules'. A bus stop with numerous lines is only 2 minutes away.<br /><br /><b>The space</b><br />Close to Downtown. This sunny and cozy room is on the 2nd floor in a completely remodeled 3-family home. Room is furnished with a bed, a desk, a chair, and plenty of shelving space. Almost everything in the house is new including the appliances and the heating system. No washer and drier in the house. Two laundromats nearby.<br /><br /><b>Guest access</b><br />Hi Speed Wifi (strong signal) and full use of kitchen and bathroom. <br />Easy on-street parking (Free off-Street parking till the end of December).<br /><br /><b>Other things to note</b><br />We are seeking a roommate/guest who is quiet, non-smoking and without pets.",2020-09-01
