,id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
323,13686161,Sonder | Winthrop Square | Warm 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/13686161,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
327,13723404,Sonder | Winthrop Square | Modern 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/13723404,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
352,14744481,Sonder | Winthrop Square | Simple Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/14744481,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
372,15126633,Sonder | Winthrop Square | Bold 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15126633,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
373,15127120,Sonder | Winthrop Square | Sleek Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15127120,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
385,15337363,Sonder | Winthrop Square | Charming 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15337363,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
386,15338096,Sonder | Winthrop Square | Airy Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15338096,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
387,15340831,Sonder | Winthrop Square | Bright Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15340831,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
388,15341441,Sonder | Winthrop Square | Vibrant 1BR,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15341441,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
389,15342033,Sonder | Winthrop Square | Smart Studio,7-1,CorpGroup5,Sonder,Sonder,12243051.0,https://www.airbnb.com/rooms/15342033,https://www.airbnb.com/users/show/12243051,30.0,974333,?,,"Downtown Crossing combines a bustling shopping center with beautiful parks and monuments. This historic city center charms visitors with live performances, unique restaurants, and street vendors. Enjoy local cuisine at Silvertone, take a relaxing stroll through Boston Commons, or catch a show at the stunning Boston Opera House.","Whether you are just getting away for the weekend or looking for an extended stay, we’re committed to creating comfortable experiences for our guests. We offer contact-free check-in and 24/7 virtual support which limits in-person interaction. In addition to following the guidance of the CDC and the World Health Organization, we’re partnering with sanitization experts at the Cleveland Clinic to ensure that all of our cleaning standards follow the advice of leaders in the field. We’ve put safety seals on high-touch items, stocked all spaces with complimentary hand sanitizer, and added social distancing signage in common areas. Each space is carefully designed and run by us, so you’ll always know what to expect.<br /><br />- Digital check-in<br />- Professionally cleaned<br />- 24/7 virtual concierge via text, email,or phone<br />- Private all-in-one living spaces (ample work space)<br />- Utilities included (even for longer stays)<br />- Coffee, fresh towels, and bathroom essentials prov",2020-08-31
