id,name,cluster,host_id,host,host_alias,alias_id,listing_url,host_url,minimum_minimum_nights,license,ISD_status,ISD_address,neighborhood_overview,description,last_scraped
18711,The Dorset Redline | 3BR 1BA | Walk to Redline for Mass General!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/18711,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Our comfortable three-bedroom apartment with tons of light has a true neighborhood feel! It comfortably fits four and is centrally located just a few blocks from Upham's Corner. Enjoy a short walk to the Redline of the Subway and zip into downtown! <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other options in the Greater Boston Area. **<br /><br /><b>The space</b><br />Kennedy Library - Umass Boston - Castle Beach <br /> <br />The Dorset is a fully furnished 1200sf luxury apart",2020-09-01
530983,The Grand View Redline | 5BR 2BA | Victorian Home near Boston Medical and Mass General!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/530983,https://www.airbnb.com/users/show/71783,29.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo. <br /> <br />Dorchester is also home to Franklin Park, the “crown jewel” of the Emerald Necklace Park System. The park has more 527 acres of green space, a zoo, and public golf course. Among the dozens of other parks in the neighborhood, recently renovated Pope John Paul II Park offers numerous walking and bike paths, athletic fields, and picnic areas with beautiful views of Boston Harbor and the Neponset River.","Super Clean  - Hospital Grade Sanitation Performed  -  Minimum of 5 days between occupancies! <br /> <br />Our elegant four+ bedroom Victorian Era home with tons of light has a true neighborhood feel! It comfortably fits a large family and is centrally located just a few blocks from Savin Hill. Enjoy a short walk to the Redline of the Subway and zip into downtown! <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other options in the Greater Boston Area. **<br /><br /><b>The space</b><br />Savin Hill - Convention Center - JFK Library! <br /> <br />This wonderful house has been redone with a sophisticated quality renovation. It is located on Jones Hill in the Savin Hill neighborhood of Dorchester, walkable to Savin Hill and the Red Line of the subway. Jones Hill is one of our fine Dorchester Victorian subway neighborhoods where you will find grand hous",2020-09-01
533114,The Sawyer RedLine | 2BR 2.5BA | 1st Floor unit on Redline to Mass General and BMC!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/533114,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo. <br /> <br />Dorchester is also home to Franklin Park, the “crown jewel” of the Emerald Necklace Park System. The park has more 527 acres of green space, a zoo, and public golf course. Among the dozens of other parks in the neighborhood, recently renovated Pope John Paul II Park offers numerous walking and bike paths, athletic fields, and picnic areas with beautiful views of Boston Harbor and the Neponset River.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />The Sawyer is what most travelers wish to find and rarely do. While easy street parking is readily available, this location is walking distance to the subway for a direct line into downtown and the historic district of Boston. This unit is a hotel-style furnished corporate condo with many extras. From the huge 4K TV in the living room to the stunning kitchen, you will find quality at every turn. Extraordinary quality & high-end design is on full display in the chef's kitchen (huge marble island / Bertazzoni 5-burner stove / Gaggenau hood / FisherPaykel Fridge / Bosch dishwasher). Even if the chef is on holiday too, t",2020-09-01
533152,The Penthouse Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/533152,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"Dorchester is also home to Franklin Park, the “crown jewel” of the Emerald Necklace Park System. The park has more 527 acres of green space, a zoo, and public golf course. Among the dozens of other parks in the neighborhood, recently renovated Pope John Paul II Park offers numerous walking and bike paths, athletic fields, and picnic areas with beautiful views of Boston Harbor and the Neponset River.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Our comfortable two-bedroom apartment with tons of light has a true neighborhood feel! It comfortably fits five and is centrally located just a few blocks from Upham's Corner. Enjoy a short walk to the Redline of the Subway and zip into downtown! <br /> <br />** This rental requires a minimum booking of 29 nights. Regardless of nights physically occupied, no bookings for less than 29 nights will be accepted. Please contact us for other options in the Greater Boston Area. **<br /><br /><b>The space</b><br />South End - Kennedy Library - Castle Beach <br /> <br />The Penthouse is a fourth floor, fully furnished 1200sf ",2020-09-01
561769,The Sky View Redline | 3BR 1BA | Mass General and Boston Medical!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/561769,https://www.airbnb.com/users/show/71783,29.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo.","Super Clean  - Hospital Grade Sanitation Performed  -  Minimum of 5 days between occupancies! <br /> <br />Our comfortable three-bedroom apartment with tons of light has a true neighborhood feel! It comfortably fits five (but can sleep up to 8) and is centrally located just a few blocks from Savin Hill T Station. Enjoy a short walk to the Redline of the Subway and zip into downtown!<br /><br /><b>The space</b><br />Kennedy Library - Umass Boston - Unbelievable View! <br /> <br />The Sky View high atop Jones Hill in Boston has panoramic views with an additional living area/extra bedroom on the second floor, while the rest of the unit is magnificently presented on the third floor. Two large bedrooms with Queen Beds, a wonderful marble bath, and an open floor plan LR/DR/KIT. There is even a full size Washer and Dryer in a seperate laundry room in the bathroom. Separate, private entrance for this home and off-street parking for 1 car. If you would love to live in Boston while viewing Downt",2020-09-01
579605,The Mayhew Redline | 2BR 1BA | Walk to the Redline for UMass and Mass General!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/579605,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo. <br /> <br />Dorchester is also home to Franklin Park, the “crown jewel” of the Emerald Necklace Park System. The park has more 527 acres of green space, a zoo, and public golf course. Among the dozens of other parks in the neighborhood, recently renovated Pope John Paul II Park offers numerous walking and bike paths, athletic fields, and picnic areas with beautiful views of Boston Harbor and the Neponset River.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Our comfortable two-bedroom apartment with tons of light has a true neighborhood feel! It comfortably fits four and is centrally located just a few blocks from Upham's Corner. Enjoy a short walk to the Redline of the Subway and zip into downtown! <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other options in the Greater Boston Area. **<br /><br /><b>The space</b><br />Kennedy Library - UMass Boston - Castle Beach <br /> <br />The Mayhew is a third floor, fully furnished 1200sf l",2020-09-01
601763,"The Alameda 2 Commuter Rail | 2BR 1BA | Brookline Area, free parking near Faulkner!",7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/601763,https://www.airbnb.com/users/show/71783,32.0,Missing,,,,"Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Our comfy three-bedroom apartment has tons of light, situated in a leafy Boston neighborhood! It comfortably fits six and is conveniently located next to Brookline and Newton. Enjoy a short walk to the Train or Bus,  zip into downtown! And street parking is incredibly easy here!  No meters, no parking restrictions and no parking limits.  Take a look at the pictures to see what parking is always like! <br /> <br />** Monthly stays only.  Please contact us for other options in the Greater Boston Area**<br /><br /><b>The space</b><br />West Roxbury – Family Friendly Neighborhood – Walk to Shops & Restaurants <br /> <br ",2020-09-01
3539510,The Roseclair | 3BR 1BA | 2nd Floor near UMass Boston Redline T station!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/3539510,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"Once its own city, Dorchester is now Boston’s largest and most diverse neighborhood, evident in the wide variety of global cuisines found on Dorchester Avenue. The district hosts UMass Boston and the John F. Kennedy Presidential Library, with artifacts from the president’s life and exhibits on the civil rights era. The Neponset River meanders past several parks, and nearby Franklin Park has woodland trails and a zoo.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />The Roseclair is a luxury apartment centrally located in Boston near the historic South End. The Roseclair combines characteristic turn-of-the-century Boston area architecture with modern-day amenities and comfort. <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookings for less than 30 nights will be accepted. Please contact us for other options in the Greater Boston Area. **<br /><br /><b>The space</b><br />The Roseclair is a fully furnished 2nd floor, 1200sf luxury apartment centrally located in Boston near the historic South End. Part of a meticul",2020-09-01
21861361,Sunset 206 GreenLine | 1BR 1BA | Walk to Beth Israel Deaconess and the GreenLine!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/21861361,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"The Longwood Medical and Academic Area (also known as Longwood Medical Area, LMA, or simply Longwood) is a medical campus in Boston, Massachusetts. Flanking Longwood Avenue, as it runs from Huntington Avenue to The Riverway, LMA is adjacent to the Fenway–Kenmore, Audubon Circle, and Mission Hill neighborhoods, and the town of Brookline.[1] <br /> <br />It is most strongly associated with the Harvard Medical School, the Harvard School of Public Health, the Harvard School of Dental Medicine and other medical facilities such as Harvard's teaching hospitals, but prominent non-Harvard institutions are located there as well, such as Massachusetts College of Pharmacy and Health Sciences, museums, liberal arts colleges, and research centers. <br /> <br />The Harvard Medical Schools central Quadrangle was designed by Shepley, Rutan and Coolidge.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Large Longwood Medical Area Apartment, 1 large bedroom, 1 large bathroom, in-unit washer/dryer, zoned central air/heating on Parker Hill adjacent to the Longwood Medical Center area. Full stainless steel kitchen includes OTC microwave, dishwasher, stove,  disposal, coffee maker and pots and pans.  Unit is brand new in 2018 and paid parking is available. Unit also includes a huge 55"" Smart HDTV and free broadband wifi! Stream all of your favorites from your Hulu, Netflix, Amazon Prime, etc. account. <br /> <br />** This rental requires a minimum booking of 30 nights. Regardless of nights physically occupied, no bookin",2020-08-31
21861781,Sunset 306 GreenLine | 1BR 1BA | Walk to Dana Farber and the GreenLine!,7-0,CorpGroup11,Lance,Lance,71783.0,https://www.airbnb.com/rooms/21861781,https://www.airbnb.com/users/show/71783,32.0,Missing,,,"The Longwood Medical and Academic Area (also known as Longwood Medical Area, LMA, or simply Longwood) is a medical campus in Boston, Massachusetts. Flanking Longwood Avenue, as it runs from Huntington Avenue to The Riverway, LMA is adjacent to the Fenway–Kenmore, Audubon Circle, and Mission Hill neighborhoods, and the town of Brookline. <br /> <br />It is most strongly associated with the Harvard Medical School, the Harvard School of Public Health, the Harvard School of Dental Medicine and other medical facilities such as Harvard's teaching hospitals, but prominent non-Harvard institutions are located there as well, such as Massachusetts College of Pharmacy and Health Sciences, museums, liberal arts colleges, and research centers. <br /> <br />The Harvard Medical Schools central Quadrangle was designed by Shepley, Rutan and Coolidge.","Hospital Grade Sanitation Performed!  - Minimum of 5 days between occupancies - Safe and Sanitized Space! <br /> <br />Due to COVID-19, we’re taking extreme care to disinfect frequently touched surfaces between reservations.  We use CDC approved products to ensure surfaces are safe and maintain vacancy between our disinfection level cleaning and your check-in. <br /> <br />Large Longwood Medical Area Apartment, 1 large bedroom, 1 large bathroom, in-unit washer/dryer, zoned central air/heating on Parker Hill adjacent to the Longwood Medical Center area. Full stainless steel kitchen includes OTC microwave, dishwasher, stove,  disposal, coffee maker and pots and pans.  Unit is brand new in 2018 and paid parking is available. Unit also includes a huge 55"" Smart HDTV and free broadband wifi! Stream all of your favorites from your Hulu, Netflix, Amazon Prime, etc. account. <br /> <br />** This rental requires a minimum booking of 29 nights. Regardless of nights physically occupied, no bookin",2020-08-31
